"","eventDate","samplingEffort","samplingProtocol"
"1559",NA,NA,"PICK UP"
"1560",2022-09-09,"82 Trap Nights","Camera Trapping"
"1561",2022-11-19,"55 Trap Nights","Camera Trapping"
"1562",2022-11-19,"55 Trap Nights","Camera Trapping"
"1563",2022-12-26,"55 Trap Nights","Camera Trapping"
"1564",NA,NA,"ROAD KILL"
"1565",2021-03-24,NA,"Captured-cage trap"
"1566",2022-11-19,"55 Trap Nights","Camera Trapping"
"1567",2016-05-05,NA,"Captured-cage trap"
"1568",2022-09-11,"82 Trap Nights","Camera Trapping"
"1569",2022-10-31,"82 Trap Nights","Camera Trapping"
"1570",2022-11-03,"82 Trap Nights","Camera Trapping"
"1571",2022-09-09,"82 Trap Nights","Camera Trapping"
"1572",2022-09-28,"82 Trap Nights","Camera Trapping"
"1573",2022-11-09,"55 Trap Nights","Camera Trapping"
"1574",2016-05-02,NA,"Captured-cage trap"
"1575",NA,NA,"PICK UP"
"1576",2022-11-06,"82 Trap Nights","Camera Trapping"
"1577",2022-12-12,"55 Trap Nights","Camera Trapping"
"1578",2022-11-18,"55 Trap Nights","Camera Trapping"
"1579",2021-03-25,NA,"Captured-cage trap"
"1580",2022-09-27,"78 Trap Nights","Camera Trapping"
"1581",2022-12-23,"55 Trap Nights","Camera Trapping"
"1582",2022-12-18,"55 Trap Nights","Camera Trapping"
"1583",2021-10-19,"172 Trap Nights","Camera Trapping"
"1584",2022-12-20,"55 Trap Nights","Camera Trapping"
"1585",2022-11-21,"55 Trap Nights","Camera Trapping"
"1586",2022-11-12,"55 Trap Nights","Camera Trapping"
"1587",2022-11-16,"55 Trap Nights","Camera Trapping"
"1588",2022-12-15,"10 Trap Nights","Cage Trapping"
"1589",2013-07-24,NA,"Captured-cage trap"
"1590",2022-09-25,"82 Trap Nights","Camera Trapping"
"1591",NA,NA,"CAGE TRAP"
"1592",2022-10-27,"82 Trap Nights","Camera Trapping"
"1593",2016-05-04,NA,"Captured-cage trap"
"1594",2016-05-05,NA,"Captured-cage trap"
"1595",2022-10-15,"82 Trap Nights","Camera Trapping"
"1596",2022-10-23,"82 Trap Nights","Camera Trapping"
"1597",1996-11-13,NA,"Captured-cage trap"
"1598",2022-11-25,"55 Trap Nights","Camera Trapping"
"1599",2022-10-29,"82 Trap Nights","Camera Trapping"
"1600",2022-11-15,"55 Trap Nights","Camera Trapping"
"1601",2022-09-20,"82 Trap Nights","Camera Trapping"
"1602",2022-10-26,"82 Trap Nights","Camera Trapping"
"1603",2022-12-20,"55 Trap Nights","Camera Trapping"
"1604",2013-07-24,NA,"Captured-cage trap"
"1605",2022-12-28,"55 Trap Nights","Camera Trapping"
"1606",2013-07-23,NA,"Captured-cage trap"
"1607",2022-09-08,"82 Trap Nights","Camera Trapping"
"1608",NA,NA,NA
"1609",2022-10-15,"82 Trap Nights","Camera Trapping"
"1610",2022-10-04,"82 Trap Nights","Camera Trapping"
"1611",2022-11-19,"55 Trap Nights","Camera Trapping"
"1612",2016-05-04,NA,"Captured-cage trap"
"1613",2022-12-12,"55 Trap Nights","Camera Trapping"
"1614",NA,NA,NA
"1615",2022-12-05,"55 Trap Nights","Camera Trapping"
"1616",2022-10-05,"82 Trap Nights","Camera Trapping"
"1617",2022-12-17,"55 Trap Nights","Camera Trapping"
"1618",2022-09-17,"82 Trap Nights","Camera Trapping"
"1619",2022-09-19,"78 Trap Nights","Camera Trapping"
"1620",2016-05-02,NA,"Captured-cage trap"
"1621",2021-11-09,"172 Trap Nights","Camera Trapping"
"1622",2022-10-10,"82 Trap Nights","Camera Trapping"
"1623",2022-12-17,"55 Trap Nights","Camera Trapping"
"1624",2022-09-28,"78 Trap Nights","Camera Trapping"
"1625",2022-11-08,"55 Trap Nights","Camera Trapping"
"1626",2022-12-26,"55 Trap Nights","Camera Trapping"
"1627",2022-09-18,"82 Trap Nights","Camera Trapping"
"1628",2022-12-24,"55 Trap Nights","Camera Trapping"
"1629",2022-09-11,"82 Trap Nights","Camera Trapping"
"1630",2022-09-08,"82 Trap Nights","Camera Trapping"
"1631",2022-10-23,"82 Trap Nights","Camera Trapping"
"1632",2022-10-06,"82 Trap Nights","Camera Trapping"
"1633",2022-10-03,"82 Trap Nights","Camera Trapping"
"1634",2021-09-17,"172 Trap Nights","Camera Trapping"
"1635",2022-11-22,"55 Trap Nights","Camera Trapping"
"1636",2022-10-05,"82 Trap Nights","Camera Trapping"
"1637",2022-11-20,"55 Trap Nights","Camera Trapping"
"1638",1996-11-16,NA,"Captured-cage trap"
"1639",2022-12-13,"8 Trap Nights","Cage Trapping"
"1640",2022-12-24,"55 Trap Nights","Camera Trapping"
"1641",2022-11-25,"55 Trap Nights","Camera Trapping"
"1642",2022-11-20,"55 Trap Nights","Camera Trapping"
"1643",NA,NA,NA
"1644",2022-10-27,"82 Trap Nights","Camera Trapping"
"1645",2022-12-07,"55 Trap Nights","Camera Trapping"
"1646",2016-05-06,NA,"Captured-cage trap"
"1647",2022-12-09,"55 Trap Nights","Camera Trapping"
"1648",2022-11-12,"55 Trap Nights","Camera Trapping"
"1649",2022-09-30,"82 Trap Nights","Camera Trapping"
"1650",2021-09-05,"172 Trap Nights","Camera Trapping"
"1651",2022-09-29,"82 Trap Nights","Camera Trapping"
"1652",2022-12-20,"55 Trap Nights","Camera Trapping"
"1653",2022-12-02,"55 Trap Nights","Camera Trapping"
"1654",2022-10-12,"82 Trap Nights","Camera Trapping"
"1655",2022-12-03,"55 Trap Nights","Camera Trapping"
"1656",2022-11-03,"82 Trap Nights","Camera Trapping"
"1657",2000-11-10,NA,"Captured-cage trap"
"1658",2022-11-19,"55 Trap Nights","Camera Trapping"
"1659",NA,NA,"PICK UP"
"1660",2022-11-06,"82 Trap Nights","Camera Trapping"
"1661",2022-12-13,"10 Trap Nights","Cage Trapping"
"1662",2022-09-21,"82 Trap Nights","Camera Trapping"
"1663",NA,NA,NA
"1664",2022-10-16,"82 Trap Nights","Camera Trapping"
"1665",2022-10-15,"82 Trap Nights","Camera Trapping"
"1666",2022-12-20,"55 Trap Nights","Camera Trapping"
"1667",2022-11-24,"55 Trap Nights","Camera Trapping"
"1668",2022-10-19,"82 Trap Nights","Camera Trapping"
"1669",2022-12-07,"55 Trap Nights","Camera Trapping"
"1670",2022-09-18,"82 Trap Nights","Camera Trapping"
"1671",NA,NA,NA
"1672",2022-10-23,"82 Trap Nights","Camera Trapping"
"1673",2022-10-22,"82 Trap Nights","Camera Trapping"
"1674",2021-11-22,"172 Trap Nights","Camera Trapping"
"1675",2021-12-05,"172 Trap Nights","Camera Trapping"
"1676",2022-09-18,"82 Trap Nights","Camera Trapping"
"1677",2022-09-28,"82 Trap Nights","Camera Trapping"
"1678",2022-11-23,"55 Trap Nights","Camera Trapping"
"1679",2016-05-03,NA,"Captured-cage trap"
"1680",2022-11-12,"55 Trap Nights","Camera Trapping"
"1681",2022-12-17,"55 Trap Nights","Camera Trapping"
"1682",2022-09-14,"82 Trap Nights","Camera Trapping"
"1683",2022-10-03,"82 Trap Nights","Camera Trapping"
"1684",2021-12-07,"172 Trap Nights","Camera Trapping"
"1685",2022-11-16,"55 Trap Nights","Camera Trapping"
"1686",2022-10-25,"82 Trap Nights","Camera Trapping"
"1687",NA,NA,NA
"1688",2022-12-20,"55 Trap Nights","Camera Trapping"
"1689",2016-05-06,NA,"Captured-cage trap"
"1690",2021-10-09,"172 Trap Nights","Camera Trapping"
"1691",2022-09-19,"82 Trap Nights","Camera Trapping"
"1692",2022-11-15,"55 Trap Nights","Camera Trapping"
"1693",2022-11-06,"82 Trap Nights","Camera Trapping"
"1694",2022-12-15,"8 Trap Nights","Cage Trapping"
"1695",2022-09-13,"82 Trap Nights","Camera Trapping"
"1696",2022-09-25,"82 Trap Nights","Camera Trapping"
"1697",2022-11-22,"55 Trap Nights","Camera Trapping"
"1698",2021-10-25,"172 Trap Nights","Camera Trapping"
"1699",2022-12-23,"55 Trap Nights","Camera Trapping"
"1700",2022-10-31,"82 Trap Nights","Camera Trapping"
"1701",2022-10-28,"82 Trap Nights","Camera Trapping"
"1702",2022-11-21,"55 Trap Nights","Camera Trapping"
"1703",2022-10-16,"82 Trap Nights","Camera Trapping"
"1704",2022-12-11,"55 Trap Nights","Camera Trapping"
"1705",2016-05-05,NA,"Captured-cage trap"
"1706",2022-11-08,"55 Trap Nights","Camera Trapping"
"1707",2022-11-24,"55 Trap Nights","Camera Trapping"
"1708",2022-10-02,"82 Trap Nights","Camera Trapping"
"1709",2022-09-09,"82 Trap Nights","Camera Trapping"
"1710",2001-11-08,NA,"Captured-cage trap"
"1711",2022-12-10,"55 Trap Nights","Camera Trapping"
"1712",NA,NA,"PICK UP"
"1713",2021-11-20,"172 Trap Nights","Camera Trapping"
"1714",2022-09-28,"82 Trap Nights","Camera Trapping"
"1715",2022-12-05,"55 Trap Nights","Camera Trapping"
"1716",2022-11-21,"55 Trap Nights","Camera Trapping"
"1717",2022-12-31,"55 Trap Nights","Camera Trapping"
"1718",2022-09-11,"82 Trap Nights","Camera Trapping"
"1719",2021-09-02,"172 Trap Nights","Camera Trapping"
"1720",2022-12-07,"55 Trap Nights","Camera Trapping"
"1721",NA,NA,NA
"1722",2022-10-05,"82 Trap Nights","Camera Trapping"
"1723",2022-12-21,"55 Trap Nights","Camera Trapping"
"1724",NA,NA,"TRAP"
"1725",2022-12-11,"55 Trap Nights","Camera Trapping"
"1726",2022-12-24,"55 Trap Nights","Camera Trapping"
"1727",2022-11-08,"55 Trap Nights","Camera Trapping"
"1728",2022-11-25,"55 Trap Nights","Camera Trapping"
"1729",2022-12-24,"55 Trap Nights","Camera Trapping"
"1730",2022-11-18,"55 Trap Nights","Camera Trapping"
"1731",2022-09-13,"82 Trap Nights","Camera Trapping"
"1732",2021-09-05,"172 Trap Nights","Camera Trapping"
"1733",2016-05-04,NA,"Captured-cage trap"
"1734",2016-05-03,NA,"Captured-cage trap"
"1735",2022-12-06,"55 Trap Nights","Camera Trapping"
"1736",2022-10-18,"82 Trap Nights","Camera Trapping"
"1737",2022-12-04,"55 Trap Nights","Camera Trapping"
"1738",2022-10-31,"82 Trap Nights","Camera Trapping"
"1739",2021-10-10,"172 Trap Nights","Camera Trapping"
"1740",2022-12-09,"55 Trap Nights","Camera Trapping"
"1741",2022-10-05,"82 Trap Nights","Camera Trapping"
"1742",2022-10-26,"82 Trap Nights","Camera Trapping"
"1743",2022-10-02,"82 Trap Nights","Camera Trapping"
"1744",2022-11-04,"82 Trap Nights","Camera Trapping"
"1745",2022-11-24,"55 Trap Nights","Camera Trapping"
"1746",2022-12-02,"55 Trap Nights","Camera Trapping"
"1747",2022-12-18,"55 Trap Nights","Camera Trapping"
"1748",2022-12-15,"55 Trap Nights","Camera Trapping"
"1749",2022-10-18,"82 Trap Nights","Camera Trapping"
"1750",2022-11-25,"55 Trap Nights","Camera Trapping"
"1751",2022-12-19,"55 Trap Nights","Camera Trapping"
"1752",2022-12-20,"55 Trap Nights","Camera Trapping"
"1753",2022-10-15,"82 Trap Nights","Camera Trapping"
"1754",2022-12-02,"55 Trap Nights","Camera Trapping"
"1755",2022-11-22,"54 Trap Nights","Camera Trapping"
"1756",2022-12-12,"55 Trap Nights","Camera Trapping"
"1757",2022-10-29,"82 Trap Nights","Camera Trapping"
"1758",2021-09-02,"172 Trap Nights","Camera Trapping"
"1759",2022-09-17,"82 Trap Nights","Camera Trapping"
"1760",2022-10-04,"82 Trap Nights","Camera Trapping"
"1761",2022-12-06,"55 Trap Nights","Camera Trapping"
"1762",2022-11-04,"82 Trap Nights","Camera Trapping"
"1763",2021-12-09,"172 Trap Nights","Camera Trapping"
"1764",2022-10-21,"82 Trap Nights","Camera Trapping"
"1765",2022-10-23,"82 Trap Nights","Camera Trapping"
"1766",2021-09-05,"172 Trap Nights","Camera Trapping"
"1767",2022-09-13,"82 Trap Nights","Camera Trapping"
"1768",2022-09-22,"82 Trap Nights","Camera Trapping"
"1769",2016-05-03,NA,"Captured-cage trap"
"1770",2022-11-01,"82 Trap Nights","Camera Trapping"
"1771",2016-05-03,NA,"Captured-cage trap"
"1772",2022-09-22,"82 Trap Nights","Camera Trapping"
"1773",2022-10-16,"82 Trap Nights","Camera Trapping"
"1774",2022-10-18,"82 Trap Nights","Camera Trapping"
"1775",2022-10-14,"82 Trap Nights","Camera Trapping"
"1776",2021-11-09,"172 Trap Nights","Camera Trapping"
"1777",2022-10-01,"82 Trap Nights","Camera Trapping"
"1778",2021-10-21,"172 Trap Nights","Camera Trapping"
"1779",NA,NA,"SHOT"
"1780",2022-12-17,"55 Trap Nights","Camera Trapping"
"1781",2022-09-25,"82 Trap Nights","Camera Trapping"
"1782",2022-10-29,"82 Trap Nights","Camera Trapping"
"1783",2022-09-12,"82 Trap Nights","Camera Trapping"
"1784",2022-12-16,"55 Trap Nights","Camera Trapping"
"1785",2013-07-24,NA,"Captured-cage trap"
"1786",2022-09-22,"82 Trap Nights","Camera Trapping"
"1787",2016-05-04,NA,"Captured-cage trap"
"1788",2022-12-28,"55 Trap Nights","Camera Trapping"
"1789",2022-11-04,"82 Trap Nights","Camera Trapping"
"1790",2022-12-12,"55 Trap Nights","Camera Trapping"
"1791",2022-10-23,"82 Trap Nights","Camera Trapping"
"1792",2022-10-16,"82 Trap Nights","Camera Trapping"
"1793",2016-05-04,NA,"Captured-cage trap"
"1794",2022-12-01,"55 Trap Nights","Camera Trapping"
"1795",2022-11-23,"55 Trap Nights","Camera Trapping"
"1796",2022-11-03,"82 Trap Nights","Camera Trapping"
"1797",2022-11-23,"55 Trap Nights","Camera Trapping"
"1798",2022-12-13,"55 Trap Nights","Camera Trapping"
"1799",2022-12-02,"55 Trap Nights","Camera Trapping"
"1800",2022-12-01,"55 Trap Nights","Camera Trapping"
"1801",2016-05-03,NA,"Captured-cage trap"
"1802",2022-10-19,"82 Trap Nights","Camera Trapping"
"1803",2022-11-29,"55 Trap Nights","Camera Trapping"
"1804",2022-09-11,"82 Trap Nights","Camera Trapping"
"1805",NA,NA,"TRAP"
"1806",2022-10-31,"82 Trap Nights","Camera Trapping"
"1807",2022-12-19,"55 Trap Nights","Camera Trapping"
"1808",2022-10-04,"82 Trap Nights","Camera Trapping"
"1809",2022-11-28,"55 Trap Nights","Camera Trapping"
"1810",2022-10-28,"82 Trap Nights","Camera Trapping"
"1811",NA,NA,NA
"1812",2022-10-25,"82 Trap Nights","Camera Trapping"
"1813",2013-07-24,NA,"Captured-cage trap"
"1814",2022-11-01,"82 Trap Nights","Camera Trapping"
"1815",2022-10-23,"82 Trap Nights","Camera Trapping"
"1816",2022-10-17,"82 Trap Nights","Camera Trapping"
"1817",2022-10-15,"82 Trap Nights","Camera Trapping"
"1818",2021-10-22,"172 Trap Nights","Camera Trapping"
"1819",2022-10-19,"82 Trap Nights","Camera Trapping"
"1820",2022-10-08,"82 Trap Nights","Camera Trapping"
"1821",NA,NA,NA
"1822",2022-11-21,"55 Trap Nights","Camera Trapping"
"1823",2022-10-14,"82 Trap Nights","Camera Trapping"
"1824",2022-12-12,"55 Trap Nights","Camera Trapping"
"1825",2022-12-04,"55 Trap Nights","Camera Trapping"
"1826",2021-10-23,"172 Trap Nights","Camera Trapping"
"1827",2022-12-23,"55 Trap Nights","Camera Trapping"
"1828",2022-10-28,"82 Trap Nights","Camera Trapping"
"1829",2022-09-25,"82 Trap Nights","Camera Trapping"
"1830",2022-12-21,"55 Trap Nights","Camera Trapping"
"1831",2013-07-25,NA,"Captured-cage trap"
"1832",2022-10-12,"82 Trap Nights","Camera Trapping"
"1833",2022-12-06,"55 Trap Nights","Camera Trapping"
"1834",2022-11-22,"55 Trap Nights","Camera Trapping"
"1835",2022-09-16,"82 Trap Nights","Camera Trapping"
"1836",2022-11-28,"55 Trap Nights","Camera Trapping"
"1837",2022-11-23,"55 Trap Nights","Camera Trapping"
"1838",2022-09-10,"83 Trap Nights","Camera Trapping"
"1839",2021-10-16,"172 Trap Nights","Camera Trapping"
"1840",2022-10-31,"82 Trap Nights","Camera Trapping"
"1841",2022-10-16,"82 Trap Nights","Camera Trapping"
"1842",2022-10-13,"83 Trap Nights","Camera Trapping"
"1843",1973-08-28,NA,NA
"1844",2016-05-03,NA,"Captured-cage trap"
"1845",2021-09-02,NA,"Captured-cage trap"
"1846",2016-05-04,NA,"Captured-cage trap"
"1847",2021-09-25,"172 Trap Nights","Camera Trapping"
"1848",2022-12-02,"55 Trap Nights","Camera Trapping"
"1849",2022-11-28,"55 Trap Nights","Camera Trapping"
"1850",2022-12-12,"54 Trap Nights","Camera Trapping"
"1851",2022-10-12,"82 Trap Nights","Camera Trapping"
"1852",2022-11-15,"55 Trap Nights","Camera Trapping"
"1853",2016-05-06,NA,"Captured-cage trap"
"1854",2013-07-23,NA,"Captured-cage trap"
"1855",2022-09-19,"78 Trap Nights","Camera Trapping"
"1856",2022-11-19,"55 Trap Nights","Camera Trapping"
"1857",2022-11-21,"55 Trap Nights","Camera Trapping"
"1858",2022-12-30,"55 Trap Nights","Camera Trapping"
"1859",2022-09-24,"82 Trap Nights","Camera Trapping"
"1860",2022-10-11,"82 Trap Nights","Camera Trapping"
"1861",2022-09-17,"83 Trap Nights","Camera Trapping"
"1862",2016-05-04,NA,"Captured-cage trap"
"1863",2022-09-24,"82 Trap Nights","Camera Trapping"
"1864",2022-10-23,"82 Trap Nights","Camera Trapping"
"1865",2022-10-02,"82 Trap Nights","Camera Trapping"
"1866",2022-11-19,"55 Trap Nights","Camera Trapping"
"1867",2022-12-31,"55 Trap Nights","Camera Trapping"
"1868",2022-12-01,"55 Trap Nights","Camera Trapping"
"1869",2022-12-12,"55 Trap Nights","Camera Trapping"
"1870",2022-11-27,"55 Trap Nights","Camera Trapping"
"1871",2022-11-19,"55 Trap Nights","Camera Trapping"
"1872",2022-12-05,"55 Trap Nights","Camera Trapping"
"1873",2022-09-18,"82 Trap Nights","Camera Trapping"
"1874",2022-11-03,"82 Trap Nights","Camera Trapping"
"1875",2022-12-01,"55 Trap Nights","Camera Trapping"
"1876",2022-10-18,"82 Trap Nights","Camera Trapping"
"1877",2022-11-13,"55 Trap Nights","Camera Trapping"
"1878",2022-11-29,"55 Trap Nights","Camera Trapping"
"1879",NA,NA,NA
"1880",2022-12-10,"55 Trap Nights","Camera Trapping"
"1881",2021-08-31,NA,"Captured-cage trap"
"1882",2022-09-14,"82 Trap Nights","Camera Trapping"
"1883",2016-05-05,NA,"Captured-cage trap"
"1884",2022-10-09,"82 Trap Nights","Camera Trapping"
"1885",2022-12-04,"55 Trap Nights","Camera Trapping"
"1886",2022-11-18,"55 Trap Nights","Camera Trapping"
"1887",2016-05-03,NA,"Captured-cage trap"
"1888",2022-12-02,"55 Trap Nights","Camera Trapping"
"1889",2022-12-17,"55 Trap Nights","Camera Trapping"
"1890",2022-10-14,"82 Trap Nights","Camera Trapping"
"1891",2000-11-07,NA,"Sign-diggings"
"1892",2022-10-17,"82 Trap Nights","Camera Trapping"
"1893",2022-12-17,"55 Trap Nights","Camera Trapping"
"1894",2022-09-11,"82 Trap Nights","Camera Trapping"
"1895",2022-12-05,"55 Trap Nights","Camera Trapping"
"1896",2022-12-07,"55 Trap Nights","Camera Trapping"
"1897",2022-12-26,"55 Trap Nights","Camera Trapping"
"1898",2022-11-19,"55 Trap Nights","Camera Trapping"
"1899",2022-11-06,"82 Trap Nights","Camera Trapping"
"1900",2021-12-16,"172 Trap Nights","Camera Trapping"
"1901",2021-12-21,"172 Trap Nights","Camera Trapping"
"1902",2021-11-17,"172 Trap Nights","Camera Trapping"
"1903",2022-11-18,"55 Trap Nights","Camera Trapping"
"1904",2022-10-17,"82 Trap Nights","Camera Trapping"
"1905",2022-11-10,"55 Trap Nights","Camera Trapping"
"1906",2021-09-20,"172 Trap Nights","Camera Trapping"
"1907",2022-12-06,"55 Trap Nights","Camera Trapping"
"1908",2016-05-05,NA,"Captured-cage trap"
"1909",2022-12-24,"55 Trap Nights","Camera Trapping"
"1910",2022-11-17,"55 Trap Nights","Camera Trapping"
"1911",2022-10-15,"82 Trap Nights","Camera Trapping"
"1912",2022-11-27,"55 Trap Nights","Camera Trapping"
"1913",1973-08-28,NA,NA
"1914",2021-09-02,NA,"Captured-cage trap"
"1915",2022-12-24,"55 Trap Nights","Camera Trapping"
"1916",2022-12-01,"55 Trap Nights","Camera Trapping"
"1917",2022-10-31,"82 Trap Nights","Camera Trapping"
"1918",2021-12-16,"172 Trap Nights","Camera Trapping"
"1919",2022-11-17,"55 Trap Nights","Camera Trapping"
"1920",2022-12-15,"55 Trap Nights","Camera Trapping"
"1921",2022-12-19,"55 Trap Nights","Camera Trapping"
"1922",2021-08-30,NA,"Captured-cage trap"
"1923",2022-11-10,"55 Trap Nights","Camera Trapping"
"1924",2022-10-07,"82 Trap Nights","Camera Trapping"
"1925",2022-11-02,"78 Trap Nights","Camera Trapping"
"1926",2022-11-05,"82 Trap Nights","Camera Trapping"
"1927",2022-12-02,"55 Trap Nights","Camera Trapping"
"1928",2022-12-09,"55 Trap Nights","Camera Trapping"
"1929",2016-05-05,NA,"Captured-cage trap"
"1930",2022-09-21,"82 Trap Nights","Camera Trapping"
"1931",2022-01-12,"172 Trap Nights","Camera Trapping"
"1932",2022-10-21,"82 Trap Nights","Camera Trapping"
"1933",2022-11-27,"55 Trap Nights","Camera Trapping"
"1934",2021-03-26,NA,"Captured-cage trap"
"1935",2016-05-03,NA,"Captured-cage trap"
"1936",2022-12-05,"55 Trap Nights","Camera Trapping"
"1937",2022-12-21,"55 Trap Nights","Camera Trapping"
"1938",2022-12-14,"55 Trap Nights","Camera Trapping"
"1939",2022-10-29,"82 Trap Nights","Camera Trapping"
"1940",2022-11-04,"82 Trap Nights","Camera Trapping"
"1941",2022-10-16,"82 Trap Nights","Camera Trapping"
"1942",2022-12-05,"55 Trap Nights","Camera Trapping"
"1943",2022-12-31,"55 Trap Nights","Camera Trapping"
"1944",2022-10-04,"82 Trap Nights","Camera Trapping"
"1945",2022-12-31,"55 Trap Nights","Camera Trapping"
"1946",2022-11-09,"55 Trap Nights","Camera Trapping"
"1947",NA,NA,"ROAD KILL"
"1948",2016-05-02,NA,"Captured-cage trap"
"1949",2022-11-18,"55 Trap Nights","Camera Trapping"
"1950",2021-10-10,"172 Trap Nights","Camera Trapping"
"1951",2022-11-02,"82 Trap Nights","Camera Trapping"
"1952",2016-05-04,NA,"Captured-cage trap"
"1953",2022-09-08,"82 Trap Nights","Camera Trapping"
"1954",2022-09-09,"82 Trap Nights","Camera Trapping"
"1955",NA,NA,NA
"1956",2022-12-27,"55 Trap Nights","Camera Trapping"
"1957",2022-12-02,"55 Trap Nights","Camera Trapping"
"1958",2021-12-31,"172 Trap Nights","Camera Trapping"
"1959",2022-09-29,"82 Trap Nights","Camera Trapping"
"1960",2022-11-20,"55 Trap Nights","Camera Trapping"
"1961",2021-09-01,"172 Trap Nights","Camera Trapping"
"1962",2022-12-07,"55 Trap Nights","Camera Trapping"
"1963",2022-10-29,"82 Trap Nights","Camera Trapping"
"1964",2022-12-16,"55 Trap Nights","Camera Trapping"
"1965",2022-10-01,"78 Trap Nights","Camera Trapping"
"1966",2021-10-19,"172 Trap Nights","Camera Trapping"
"1967",2022-11-09,"55 Trap Nights","Camera Trapping"
"1968",2016-05-05,NA,"Captured-cage trap"
"1969",2022-12-01,"55 Trap Nights","Camera Trapping"
"1970",2022-10-12,"82 Trap Nights","Camera Trapping"
"1971",2022-09-14,"82 Trap Nights","Camera Trapping"
"1972",2022-12-03,"55 Trap Nights","Camera Trapping"
"1973",2022-10-23,"82 Trap Nights","Camera Trapping"
"1974",2021-10-19,"172 Trap Nights","Camera Trapping"
"1975",2022-12-30,"55 Trap Nights","Camera Trapping"
"1976",2022-12-19,"55 Trap Nights","Camera Trapping"
"1977",2022-12-15,"55 Trap Nights","Camera Trapping"
"1978",2022-12-19,"55 Trap Nights","Camera Trapping"
"1979",2021-12-31,"172 Trap Nights","Camera Trapping"
"1980",2022-09-19,"82 Trap Nights","Camera Trapping"
"1981",2022-09-11,"82 Trap Nights","Camera Trapping"
"1982",2021-10-20,"172 Trap Nights","Camera Trapping"
"1983",2014-04-15,NA,"Observed-spotlighting"
"1984",2022-10-16,"78 Trap Nights","Camera Trapping"
"1985",2022-11-03,"82 Trap Nights","Camera Trapping"
"1986",2022-12-05,"55 Trap Nights","Camera Trapping"
"1987",2021-12-21,"172 Trap Nights","Camera Trapping"
"1988",2021-10-20,"172 Trap Nights","Camera Trapping"
"1989",2021-11-20,"172 Trap Nights","Camera Trapping"
"1990",2022-10-14,"82 Trap Nights","Camera Trapping"
"1991",2022-10-13,"82 Trap Nights","Camera Trapping"
"1992",2022-10-12,"82 Trap Nights","Camera Trapping"
"1993",2022-11-02,"82 Trap Nights","Camera Trapping"
"1994",2021-10-09,"172 Trap Nights","Camera Trapping"
"1995",NA,NA,"SNARE"
"1996",2021-12-21,"172 Trap Nights","Camera Trapping"
"1997",2022-10-18,"82 Trap Nights","Camera Trapping"
"1998",2022-10-02,"82 Trap Nights","Camera Trapping"
"1999",2016-05-04,NA,"Captured-cage trap"
"2000",2013-07-25,NA,"Captured-cage trap"
"2001",2022-11-04,"82 Trap Nights","Camera Trapping"
"2002",2022-11-05,"82 Trap Nights","Camera Trapping"
"2003",2022-11-19,"55 Trap Nights","Camera Trapping"
"2004",2016-05-03,NA,"Captured-cage trap"
"2005",2022-12-06,"55 Trap Nights","Camera Trapping"
"2006",2022-10-19,"82 Trap Nights","Camera Trapping"
"2007",2022-11-19,"55 Trap Nights","Camera Trapping"
"2008",2022-12-15,"55 Trap Nights","Camera Trapping"
"2009",2022-12-16,"55 Trap Nights","Camera Trapping"
"2010",2022-12-07,"55 Trap Nights","Camera Trapping"
"2011",2022-09-12,"82 Trap Nights","Camera Trapping"
"2012",2013-07-25,NA,"Captured-cage trap"
"2013",2022-10-01,"82 Trap Nights","Camera Trapping"
"2014",2022-12-18,"55 Trap Nights","Camera Trapping"
"2015",2022-10-19,"82 Trap Nights","Camera Trapping"
"2016",NA,NA,"CAGE TRAP"
"2017",2021-10-09,"172 Trap Nights","Camera Trapping"
"2018",2022-10-15,"82 Trap Nights","Camera Trapping"
"2019",2022-09-09,"82 Trap Nights","Camera Trapping"
"2020",2021-03-25,NA,"Captured-cage trap"
"2021",2022-09-17,"82 Trap Nights","Camera Trapping"
"2022",2013-07-25,NA,"Captured-cage trap"
"2023",2022-12-30,"59 Trap Nights","Camera Trapping"
"2024",2022-11-19,"55 Trap Nights","Camera Trapping"
"2025",2021-11-20,"172 Trap Nights","Camera Trapping"
"2026",2013-07-24,NA,"Captured-cage trap"
"2027",2022-09-11,"82 Trap Nights","Camera Trapping"
"2028",2021-03-24,NA,"Captured-cage trap"
"2029",2022-09-26,"82 Trap Nights","Camera Trapping"
"2030",2022-11-21,"55 Trap Nights","Camera Trapping"
"2031",2022-10-22,"82 Trap Nights","Camera Trapping"
"2032",2013-07-23,NA,"Captured-cage trap"
"2033",2021-10-17,"172 Trap Nights","Camera Trapping"
"2034",2021-11-22,"172 Trap Nights","Camera Trapping"
"2035",2022-12-01,"55 Trap Nights","Camera Trapping"
"2036",2021-08-31,NA,"Captured-cage trap"
"2037",2021-11-22,"172 Trap Nights","Camera Trapping"
"2038",2022-12-17,"55 Trap Nights","Camera Trapping"
"2039",2022-10-18,"82 Trap Nights","Camera Trapping"
"2040",2022-11-29,"55 Trap Nights","Camera Trapping"
"2041",2022-09-26,"82 Trap Nights","Camera Trapping"
"2042",2021-10-19,"172 Trap Nights","Camera Trapping"
"2043",2016-05-06,NA,"Captured-cage trap"
"2044",1996-11-13,NA,"Captured-cage trap"
"2045",2022-12-24,"55 Trap Nights","Camera Trapping"
